Iter	Interp		Mover		Total
1	1.131681	2.473628	3.605309
2	1.119860	2.477237	3.597097
3	1.125871	2.467359	3.593230
4	1.124585	2.454825	3.579410
5	1.119950	2.458178	3.578128
6	1.117777	2.455094	3.572871
7	1.117913	2.455908	3.573821
8	1.122441	2.476993	3.599434
9	1.106464	2.402732	3.509196
10	1.090971	2.374696	3.465667
